Kod;id;g_name;screen_name;class;description
52781;1050638;TAKIE KAK Ja .... DEVUShKI BI ))) KIEV;club1050638;WOMAN;Gruppa  dlja koshechek BI ))
52782;1056038;Gruppa dlja devushek kotorye hoteli by vstretit' novyj god so mnoj i esche neskol'kimi parnjami;club1056038;WOMAN;Devchenki my vas zhdem!!!
52783;1048905;Parni
52784;1083005;Devushki pravjat mirom!;club1083005;WOMAN;Devochki
52785;1087305;Kak horosho poluchaetsja u devushek vysasyvat' mozgi;club1087305;WOMAN;
52786;1105705;Ljubiteli devushek...;club1105705;WOMAN;Dlja osobo neponjatlivyh: Vse voprosy k Aleksandru Umrihinu...<br>A po bezopasnosti k tovarischu Vakarinu Dmitriju... no vot esli chto ne tak... to...luchshe vam etogo ne znat'...
52787;1286305;DR Devushki;club1286305;WOMAN;
52788;1460505;POMOGITE NAJTI DEVUShKU!!!;club1460505;WOMAN;
52789;1303405;KRASIVYE
52790;1349605;"""""""gruppa dlja teh"
52791;1385705;Devushki MTsTs;club1385705;WOMAN;sjuda vstupajut tol'ko devushki. eto objazatel'no.
52792;1419705;"""?????Davajte posmotrim skol'ko?????""""V Kontakte""""????? krasivyh ??i?? simpatichnyh devushek?????""";club1419705;WOMAN;"""Davajte posmotrim skol'ko krasavits """"V Kontakte""""!!!!))"""
52793;1426705;Devushki;club1426705;WOMAN;
52794;1455605;devushki s ekonoma))))gr.1458;club1455605;WOMAN;gruppa dlja samyh krasivyh samyh umnyh. devushek
52795;1867505;samye gromkie devushki HUGE im.Gertsena;club1867505;WOMAN;"""gruppa dlja samyh - samyh studentok RGPU"
52796;1853805;"""8 MARTA DLJa VAS  DEVUShKI  DVE VEChERINKI V ODNOM KLUBE """"EVRO TAJM""""""";club1853805;WOMAN;
52797;1473505;...Sport Biznes Otdyh...Gory Den'gi Kluby...Devushki Mashiny Solntse More Podvodnoe Plavanie...Koroche skuchno mne v Rostove
52798;1476705;Devushki  s 3+ razmerom :);club1476705;WOMAN;
52799;1505905;((=PrInTseSsy
52800;1541805;My-devushki s gitaroj)))));club1541805;WOMAN;
52801;1546705;Pochemu devushka izmenjaet - shalava
52802;1587205;DEVUShKAM MOZhNO VSE;club1587205;WOMAN;
52803;1633805;te kogo besit to chto kogda devushki fotografirujutsja szhimmajut guby utkoj
52804;1663605;Stal'nye patsany.(i devushki);club1663605;WOMAN;V etom klube real'nye parni
52805;1713405;Samye krasivye devushki zhivut v g.Breste!;club1713405;WOMAN;slavjanskaja vneshnost' vsegda schitalas' samoj krasivoj
52806;1715805;Prekrasnye Devushki i Podrugi - Musul'manki vmeste;club1715805;WOMAN;
52807;1758505;My ischem emu devushku!!;club1758505;WOMAN;Kuze ni slova!!!
52808;1784805;POMOGITE EMU!!!!EMU SROChNO NUZhNA DEVUShKA!!!;club1784805;WOMAN;Ja SOZDAJu ETU GRUPPU ChTOBY POMOCh' SVOEMU LUChShEMU DRUGU NAJTI SEBE DEVUShKU!!!!
52809;1847105;"""Konkurs """"Stan' devushkoj Kricket'a""""""";club1847105;WOMAN;"""C 4 marta startuet vserossijskij konkurs """"Stan' devushkoj Kricket'a"""". Prinjat' uchastie mozhet kazhdyj.<br><br>Trebovanija: zhelanie i vneshnost' urovnja ne nizhe srednego<br><br>Podat' zajavku na uchastie mozhno v razdele """"Obsuzhdenija""""<br><br>Vsju informatsiju o prize smotri zdes': http://vkontakte.ru/id5983156?71881<br><br>Zhjuri: Valerija Jatsenko i Marinka Petrova<br><br>BOL'ShAJa PROS'BA: razoshlite predlozhenii o vstuplenie v etu gruppu vsem druz'jam-litsam zhenskogo pola !!! ZARANEE SPASIBO"""
52810;1847705;DlJa VsEh kTo  LjuBiT SEKS!!!!! S 8 marta pozdrovljaet administratsija vseh devushek gruppy;club1847705;WOMAN;Dlja devushek i Parnej  kotorye ljubjat ili hotjat Seksa !!!
52811;1456605;Gruppa devushek
52812;1269805;tol'ko VIP devushki s imenem NELJa;club1269805;WOMAN;
52813;1873505;Gruppa teh kto nikak ne mozhet opredelitsja so svoimi prioritetami
52814;1898705;^-^ SAMYM LUChShIM DEVUShKAM POSVJaSchAETSJa!^-^;club1898705;WOMAN;
52815;1899205;*** Aleksandr Pozdravljaet Vseh Devushek s 8 marta ***;club1899205;WOMAN;V etot prekrasnyj den'
52816;1915005;*~DeVuShkI VkOnTaKTE~*;club1915005;WOMAN;gruppa dlja nas kleven'kih))
52817;1061105;Devushka najdis'...;club1061105;WOMAN;"""Devushka najdis'…<br>Vecherom 28 dekabrja my vstretilis' s toboj v metro… ty zashla na odnoj iz stantsij chetvertoj vetki metro i sela…cherez nekotoroe vremja ja podsel rjadom. My ehali"
52818;1048724;"""Klub """"Devushki Fomy i Angel'tsa""""""";club1048724;WOMAN;Bez paleva sozvanivaemsja s Fomoj i Angel'tsom i edem k nim
52819;1092624;"""""""Samye krasivye"
52820;1106424;Komu nuzhno obschenie s prijatnoj devushkoj!!!!!!!!!!!;club1106424;WOMAN;
52821;1149624;Samye zamechatel'nye devushki) strogij otbor);club1149624;WOMAN;
52822;1243624;Samye krasivye devushki Petergofa;club1243624;WOMAN;Eto gruppa pro nashih devushek
52823;1403724;Gruppa protiv devushek u kotoryh nogi krivye
52824;1253024;Gruppa dlja devushek
52825;1257124;ODL(Soobschestvo tol'ko dlja devushek);club1257124;WOMAN;
52826;1261124;**********!Ischem Devushku!**********;club1261124;WOMAN;!
52827;1328024;Nezavisimye devushki
52828;1351524;$$$$SaMyE PrIvLeKaTeL'nyE DEvuShkI I pArNi$$$$;club1351524;WOMAN;
52829;1392724;my protiv devushki v BREKETAH;club1392724;WOMAN;Ja nichego ne budu pisat' po nazvaniju vse pojmete!!!!!!
52830;1787524;Devushkam mozhno VSE!!!!!;club1787524;WOMAN;
52831;1756024;Luchshie devushki Kaliningrada;club1756024;WOMAN;...
52832;1425424;Gruppa dlja teh
52833;1474924;SAMYE krasivye DEVUShKI!!!!!;club1474924;WOMAN;Sdes' vy najdete vse....chto ugodno
52834;1477624;Samye krasivye devushki 182!!!;club1477624;WOMAN;
52835;1504324;!!!!!!!!!!!!!!SAMYE KRASIVYE DEVUShKI SARATOVA!!!!!!!!!!!!!!;club1504324;WOMAN;ETO GRUPPA DLJa SAMYH KRASIVYH
52836;1516924;Ljubiteli devushek;club1516924;WOMAN;
52837;1520324;POMOGITE NAJTI DEVUShKU!;club1520324;WOMAN;LJuDI! Pomogi te najti devushku! Uchitsja V SGPPK - KIPTY
52838;1586524;kto ljubit ohuennyh devushek
52839;1617524;Gruppa v kotoroj te komu poe...at' nak ljubov'
52840;1626624;Vse devushki-stervy!!!;club1626624;WOMAN;DA prstjat menja devushki!!!!<br>Gruppa sozdana dlja togo
52841;1639524;===SAMYE KRASIVYE DEVUShKI TOMSKA===;club1639524;WOMAN;Dress kod
52842;1646424;Ljudi
52843;1677124;Devushki byvajut raznye )))) brjunetki
52844;1733624;!!!!!krasivee rossijskih devushek net!!!!!;club1733624;WOMAN;
52845;1753224;?????????Devushek
52846;1399324;V Belorussii samye krasivye devushki...;club1399324;WOMAN;
52847;1210824;Klub ljubitelej devushek!!!;club1210824;WOMAN;Mesto tam gde mozhno obsudit' brjunetok
52848;1839924;Devushki g.Kerchi - samye krasivye devushki v mire));club1839924;WOMAN;
52849;1868324;byvaet zhe tak obschaeshsja s devushkoj
52850;1896624;Vsem Devushkam posvjaschaetsja!!!;club1896624;WOMAN;Dorogie Devushki! Pozdravljaju vas s nastupajuschim Vsemirnym Zhenskim Dnem
52851;1946824;Gruppa broshennyh devushkami i druz'jami;club1946824;WOMAN;Zdes' vy mozhete rasskazat' nam o svoih problemah v otnoshenijah. Slit' dushu... I poprosit' sovet
52852;1069524;gruppa dlja devushek i molodyh ljudej
52853;1048350;DEVUShKI
<br>DEVUShKI
52854;1045850;NENAVIZhU ZhDAT' DEVUShEK!!!;club1045850;WOMAN;
52855;1044470;Zverski Privlekatel'nye i Chertovski krasivye devushki!!!!;club1044470;WOMAN;blondinki i brjunetki
52856;1042731;Klub ljubitelej EMO devushek!!!!!!!!;club1042731;WOMAN;Eta gruppa posveschana EMO devushkam!!!Kotorym my objazanny poklonjat'sja
52857;1136431;ODINOKAJa DEVUShKA ISchET HOROShEGO PARNJa;club1136431;WOMAN;zdes' mogut prinimat' uchastie vse odinokie parni gotovye poznakomit'sja s simpotichnoj umnoj veseloj zhizneradostnoj devushkoj t.e.somnoj mne17let zovut menja NATAShKA............
52858;1041293;ISchU SVOJu EDINSTVENNUJu!(Devushki VAM SJuDA!);club1041293;WOMAN;Reshil sozdat' gruppu chtob NAJTI SVOJu VTORUJu POLOVINKU!<br>POL GODA ODIN!<br>Devushki PIShITE!Davajte znakomit'sja!A tam posmotrim....
52859;1039871;??___Devushki-boksery___??;club1039871;WOMAN;Devushki
52860;1223671;»«Samye krasivye devushki V Kontakte»«;club1223671;WOMAN;
52861;1196971;"""@&gt";-}-devushki kursantov ili parnej sluzhaschih v armii
52862;1227471;$$$S@MYE KR@SIVYE DEVUShKI D@GEST@NKI$$$;club1227471;WOMAN;zdes' samye krasivye
52863;1260171;==Miss RGPU==Samye krasivye devushki!;club1260171;WOMAN;Ochen' dolgaja podgotovka
52864;1292871;luchshie druz'ja devushek - kseroksy;club1292871;WOMAN;vse dokumenty dolzhny byt' skopirovany i zavizirovany notariusom
52865;1310671;Prosto krasivye devushki i parni!;club1310671;WOMAN;Krasivye devushki i parni!vstupajte v etu gruppu!vse dlja nas)))
52866;1101671;"""""""Tatarochka"""" - klub dlja devushek!""";club1101671;WOMAN;Klub priglashaet:<br>   1. Vseh devushek
52867;1449571;KRASIVYE DEVUShKI KOMSOMOL'SKA! OB'EDINJaJTES'! DLJa SPASENIJa MIRA!;club1449571;WOMAN;
52868;1398971;gruppa dlja teh
52869;1182171;Kto za to chto-by ja pomirilsja s devushkoj?Vstupajte;club1182171;WOMAN;
52870;23260724;Ledi Mail.Ru;ladymailru;WOMAN;"""""""Ledi Mail.Ru"""" - eto aktual'nye tendentsii mody"
52871;14148503;Miraculous LadyBug | Ledi Bag i Super-kot;miraculousladybug;WOMAN;LadyBug ili Miraculous ili Miraculous LadyBug - eto frantsuzskij serial
52872;72972127;Flaj ledi. Flylady. Flajledi. Domovodstvo.;flyladys_club;WOMAN;Janvar' - Sverkajuschaja rakovina<br>Fevral' - Ezhenedel'noe 15 minutnoe rashlamlenie<br>Mart - Horosho vygljadim<br>Aprel' - Zapravljaem postel'<br>Maj - Dvigaemsja<br>Ijun' - P'em vodu<br>Ijul' - Delaem chistym unitaz i rakovinu v vannoj<br>Avgust - Stirka<br>Sentjabr' - Vechernjaja rutina<br>Oktjabr' - Bumagi v porjadke<br>Nojabr' - Sostavljaem menju<br>Dekabr' -Baluem sebja
52873;84999229;Zheleznaja Ledi;club84999229;WOMAN;
52874;83081112;Ledi XXI veka;lady_21;WOMAN;Jumor
54875;83081112;Ledi XXI veka;lady_21;WOMAN;Jumor
52875;4207556;Nochnoj Klub «LED»;icenightclub;WOMAN;Elitnyj Klub - Restoran.<br>Nash adres:<br>Rossija
52876;81900537;Ledi i dzhentl'meny;genlady;WOMAN;
52877;6160024;BIZNES LEDI | BUSINESS LADY;business_lady_vk;WOMAN;
54883;6160024;BIZNES LEDI | BUSINESS LADY;business_lady_vk;WOMAN;
52880;30833143;Junaja Ledi. Ofitsial'naja stranitsa;younglady_magazine;WOMAN;Na etom sajte mozhno najti informatsiju absoljutno pro vse chto interesno jarkoj i aktivnoj devushke: moda
52881;45069630;Ledi-Feja - Rukodelie
52882;53106170;Avto-Ledi.©;avto_ledi_net;WOMAN;Zhenskaja avtomobil'naja gruppa№1. <br>Vse ob avtomobiljah dlja zhenschin. Poleznye sovety
54907;23022520;Lady Gaga Group ? Ledi Gaga;ladygagagroup;WOMAN;My odin iz luchshih fan-klubov v sotsial'noj seti «V Kontakte»
52884;23022520;Lady Gaga Group ? Ledi Gaga;ladygagagroup;WOMAN;My odin iz luchshih fan-klubov v sotsial'noj seti «V Kontakte»
52886;52898837;"""Salon Krasoty """"Pervaja Ledi"""" Kazan'""";firstlady2013;WOMAN;Nasha gruppa:http://vk.com/club52898837<br>Nash sajt: pervajaledikazan'.rf<br>Salon krasoty
52887;48397626;LEDI NA MILLION;zapiski_ladymillion;WOMAN;"""Milye devushki!!!<br><br>Mir bogatyh muzhchin - eto mir roskoshi i izobilija"
52888;32971775;25/17 - LED 9  (ofitsial'naja produktsija);club2517produce;WOMAN;"""Internet-magazin ofitsial'noj produktsii gruppy 25/17 i proekta LED 9:<br><br>&gt"; &gt; &gt; &gt; http://eleven.space &lt; &lt; &lt; &lt;<br><br>???????????????????????? <br>P.S. : Za nenormativnuju leksiku
52889;30490486;Kapriznaja Ledi ?;slihkom__silnay;WOMAN;?? «Prisoedinjajsja» ??
52891;31094309;Ideal'naja ledi;women.quotes;WOMAN;Muzh s mashinoj - erunda. Muzh gotovit - eto da.
52892;42082503;Ledi Sovershenstvo ? Podpishis';perfectledy;WOMAN;Uhod za soboj
52893;7372491;Fitnes ledi;fitnessslady;WOMAN;Kak pohudet'?<br><br>Etot vopros zadajut sebe mnogie. Prakticheski vse znajut chto dlja togo chto by byt' fitonjashkoj nuzhno hodit' v zal i ne est'. Na samom dele ochen' mnogo mifof i zabluzhdenij. V nashej gruppe my raskroem vse mify i razoblachim obmanschikov. V nashej gruppe 5 devochek chempionok Rossii po fitnes bikine i 3 vracha dietologa. Dlja togo chto by dobit'sja uspeha nuzhno sootvetstvovat' primeru teh kto uzhe dobilsja uspeha.<br><br>Tak zhe chasto my provodim onlajn seminary na kotoryh raskryvajutsja mnozhestvo sekretov. Dlja uchastija v nih besplatno nuzhno vstupit' v gruppu chto by poluchat' ssylku na seminar.<br><br>Hudeem pravil'no
52895;48893618;LED 9 (ofitsial'naja stranitsa proekta);official_group_ice_nine;WOMAN;LED 9 – sajd-proekt gruppy 25/17.<br><br>Podrobnosti: icenine.ru<br><br>Za nenormativnuju leksiku
52896;50518586;zapiski ledi Mari;club50518586;WOMAN;Pochemu ljudi schitajut
52897;46423033;Zheleznye Ledi  ????????? Fitnes | Bodibilding;steelladies;WOMAN;Kachestvennyj zhurnal dlja devushek
52898;43687847;Ja ne ledi. Kakaja zhalost'. Ni gramma damy ?;janeledy;WOMAN;
52899;10820966;"""Detskie"
54932;29263006;Ledi s perchinkoj;lady_01;WOMAN;Zdes' Krasivye i uspeshnye s ostrym jazykom... ne dlja slabonervnyh
52900;29263006;Ledi s perchinkoj;lady_01;WOMAN;Zdes' Krasivye i uspeshnye s ostrym jazykom... ne dlja slabonervnyh
52901;74007553;"""Salon krasoty """"LEDI"""" na Komendanskom""";club74007553;WOMAN;"""Privetstvuem Vas na stranitse salona """"Ledi""""<br>KOSMETOLOGIChESKIE USLUGI "
52902;39846342;Dnevnik sovremennoj ledi;dnevniklady;WOMAN;Byt' ledi — ne znachit nosit' krasivye plat'ja
52904;2293459;Ja ne ledi. Kakaja zhalost'.;club2293459;WOMAN;"""? | V | S | T | U | P | A | J | T | E | ?<br>??\/????????????????????????????<br><br>Zhmi """"? Mne nravitsja"""" i """"? Rasskazat' druz'jam"""".<br><br>Vy popadete v ban-list:<br>• Za ljubye levye ssylki.<br>• Za ljubuju reklamu.<br>• Za SPAM.<br>• Za flud.<br>• Za neuvazhenie k administratsii.<br>• Za ispol'zovanie netsenzurnoj leksiki."""
52905;41163714;??Salon krasoty Ledi na Esenina 36 k.3 ??;vk.beautys;WOMAN;"""??Naraschivanie resnichek 1.200 ????<br>??Depiljatsija bikini+1 zona v podarok 1.500 ??<br>??Naraschivanie volos 3.200 ????<br>??Manikjur +Shellac 990  ????<br>??Pedikjur+Shellac 1.580 ??????<br>??Otkrylsja novyj potrjasajushij salon krasoty """"Ledi!"""" po adresu ul. Esenina 36 korpus 3 ??<br>Telefon dlja konsul'tatsii i zapisi:<br>??+7-(812) 986-40-70<br>??+7-911-126-37-89<br>K Vashim uslugam spetsialisty vysokogo urovnja:<br><br>- vrach - kosmetolog<br>   ( chistki"
52906;67589900;Ideal'naja ledi ?;youladyideal;WOMAN;Pablik ideal'nyh devushek i ledi!Slova
52908;32206722;Klub nastojaschih ledi;ladyvk;WOMAN;Vy schitaete sebja nastojaschej ledi? Togda srochno podpisyvajtes' na nashu stranitsu!<br>Obsuzhdaem
52909;41950797;Biznes-Ledi za rulem!;avto_biz_ledy;WOMAN;*neobychnye avtomobili<br>*statusy i avto-jumor <br>*biznes-motivatsija dlja Ledi
52910;35108063;Dushevnaja takaja ledi!;life_laws;WOMAN;Ploho rasslyshal? Odelsja i vyshel!<br><br>PODPIShIS':<br>[club25256937|Vse i srazu]  ? [club35107881|O sil'nyh chuvstvah]  ? [club32872881|Berezhem nervy]  ? [club35108135|Ja lenivaja]  ? [club35108112|Tebe
52911;42923838;Ledi Ruljat;ledi_ruliat;WOMAN;Sozdana dlja devushek za rulem i dlja muzhchin
52912;24463066;[...Ja ne ledi. Kakaja zhalost'...] [18+];ja_ne_ledi_kakaja_zhalost;WOMAN;
52913;12577686;Ledi PREMIUM;club12577686;WOMAN;
52914;14092186;ledi gaga =)));club14092186;WOMAN;
52915;16315186;Ledi-Glamur;club16315186;WOMAN;Sdes' prohodjat vsevozmozhnye testy
52916;16536186;Ledi Gaga;club16536186;WOMAN;
55191;16838386;Ledi protiv Dvoretskih / Ladies versus Butlers!;club16838386;WOMAN;Romanticheskaja shkol'naja komedija povestvuet o Hino Akiharu
52917;16838386;Ledi protiv Dvoretskih / Ladies versus Butlers!;club16838386;WOMAN;Romanticheskaja shkol'naja komedija povestvuet o Hino Akiharu
52918;23106186;Ledi Meri Kej;club23106186;WOMAN;
52919;17962086;Zolotye ledi;club17962086;WOMAN;Foto video intim
52920;18223186;S  LEDI ZA SVOIM ZDOROV'EM B I NASTROENIEM;club18223186;WOMAN;MOZhNO ZAGRUZhAT' FOTOGRAFII MUZYKU REKLAMY TOL'KO NA TEMU GRUPPY ESLI BUDET  REKLAMA OTPRAV' SMS  SRAZU BAN !!!!
55200;20312186;Lady GaGa ? Ledi GaGa ? Koroleva Lady ?;club20312186;WOMAN;"""Polnoe imja: Stefani Dzhoenn Anzhelina Dzhermanotta";<br><br>Data rozhdenija: 28 marta 1986 goda.<br><br>Znak zodiaka: oven.<br><br>Rodnoj gorod: N'ju-Jork
52921;20312186;Lady GaGa ? Ledi GaGa ? Koroleva Lady ?;club20312186;WOMAN;"""Polnoe imja: Stefani Dzhoenn Anzhelina Dzhermanotta";<br><br>Data rozhdenija: 28 marta 1986 goda.<br><br>Znak zodiaka: oven.<br><br>Rodnoj gorod: N'ju-Jork
52922;20389786;Liga vydajuschihsja dzhentel'menov  i ledi)));club20389786;WOMAN;
52923;21038686;"""""""LEDI-LJuBOV'""""""";club21038686;WOMAN;My sozdany lish' dlja togo
52924;21230286;Vy ledi - Mary Kay - Vologda;club21230286;WOMAN;Kazhdaja  zhenschina hochet byt' prekrasnoj. Kazhdaja ezhednevno vstaet pered zerkalom dlja togo
52925;29800686;?·?•Ja ne ledi. Kakaja zhalost'•?·?;i_m_not_lady;WOMAN;"""?Moim nadezhdam chertovski nravitsja igrat' v samoubijts. Oni prygajut i razbivajutsja ob asfal't.<br><br>?My slishkom umnye"
52926;28438086;ledi  gaga;club28438086;WOMAN;
52927;23435286;led fonar';club23435286;WOMAN;
52928;23643986;?Poklonniki Vinks
52929;23871986;ledi gaga;club23871986;WOMAN;
52930;24407186;Ledi sovershenstvo ONAS- 2011;ledy_onat;WOMAN;
52931;24658586;klub Led Anzherosudzhinsk;club24658586;WOMAN;
52932;24773686;?????Ledi Gaga????Fan klub????????.;club24773686;WOMAN;
52933;24790186;« LADY GAGA ZONE » Born This Way « VSE O LEDI GAGA »;club24790186;WOMAN;Pesni
52934;24859286;svad'ba Sokola? moj zajka)  i Ledi;club24859286;WOMAN;Zdes' budet svad'ba Sokola i Ledi.  Zhratvy budet mnogo tut mozhete delat' vse chto vam pridet v golovu
52935;25669086;Zhenskij klub ledi;ladyclub_org;WOMAN;Zhenskij klub ledi - LadyClub
52936;25986786;?Ledi...ledi
52937;26303486;Ja ne Ledi...Kakaja zhalost'.;club26303486;WOMAN;
52938;26396886;OFETsYAL'NAJa GRUPA LEDI GAGI;club26396886;WOMAN;ETA ZhENSchINA OChIN' EPOTAZhNAJa TAKChTO DOBAVLJaJTES' ((VSE))
52939;26498486;Gruppa podderzhki uchastnitsy Ledi Sovershenstvo 2011 Samus' Ekateriny!;club26498486;WOMAN;"""26  maja 2011 goda projdet konkurs krasoty """"Ledi Sovershenstvo 2011"""""
52940;27766786;LEDI ShIK!!!;club27766786;WOMAN;Lichnyj parikmaher mezhdunarodnogo klassa!Strizhki
52941;21273186;Vse uslugi salona Ledi - Men(fitnes);club21273186;WOMAN;vse uslugi v salone Ledi -Men (parikmaherskie uslugi-manikjur-pedikjur-massazhnyj kabinet-kosmetolog-trenazhernyj zal-fitnes zanjatija-sauna(a takzhe mnogoe drugoe)
52942;16776686;Ledi Gaga Junior;club16776686;WOMAN;
52943;13847086;LEDI-STERVY;club13847086;WOMAN;
52944;31598086;Adel' i Ledi Gaga;club31598086;WOMAN;Muzyka
52945;32588086;Oboi na rabochij stol s Ledi Gaga;public.phpgagasphotos;WOMAN;Oboi na rabochij stol s samoj epatazhnoj i talantlivoj pevitsej Ledi Gaga!!!
52946;32609086;Model'noe agentstvo
52947;12113637;"""proekt """"LED""""   xD )))))))))""";club12113637;WOMAN;
52948;12940237;Gruppa dlja teh kto na kotke zimoj snachala edet so vsemiv odnu storonu
52949;13046137;? LeraLera.[Ledi s golovoju v oblakah] ?;club13046137;WOMAN;????????????????????????<br>Gruppa osnovana 15 aprelja 2010 goda.<br>????????????????????????<br>Privet privetik:)<br>My rady
52950;14293737;Lady Gaga-Ledi Gaga;club14293737;WOMAN;My fanaty Ledi Gagi Ljubim ee muzyku i vse ostal'noe
52951;16312337;ledi i brodjaga;club16312337;WOMAN;
52952;22139737;?? Konkursy ot Ledi.?;club22139737;WOMAN;""""""" Zdes' konkursy dlja koshek i sobak)<br>Uchastvuem)<br>"""
52953;16643337;Dlja teh kto obazhaet LEDI GAGU;club16643337;WOMAN;
52954;17374837;Real'nye chuvaki i ledi...sovmestno s komandoj Gruff move crew;club17374837;WOMAN;
52955;17978337;ledi gaga;club17978337;WOMAN;
52956;20196037;? All about Lady Gaga  ? Fan-klub Ledi Gaga  ?;club20196037;WOMAN;Stefani Joanne Germanotta rodilas' 28 marta 1986 goda. Shirokoj publike amerikanskaja pevitsa
52957;21163537;?Lady Gaga | Ledi Gaga?;club21163537;WOMAN;"""Lady GaGa (nastojaschee imja — Stefani Dzhoann Andzhelina Dzhermanotta)"
52958;21388737;"""Sborische bydljar """"Prepodobnye ledi"""" )""";club21388737;WOMAN;Delaem vid chto my prepodobnye!!)
52959;30694137;Ledi
52960;30603537;Ja ne ledi
52961;22521737;"""Clyb""""Avto-Ledi""""""";club22521737;WOMAN;Gruppa dlja vladel'tsev 
52962;23786437;Nastojaschie ledi;club23786437;WOMAN;
52963;24326237;ledi gaga;club24326237;WOMAN;
52964;24553137;ledi;club24553137;WOMAN;
52965;24832237;Vse ledi kak ledi
52966;25854537;"""""""LeDi i Ko""""""";club25854537;WOMAN;"""agenstvo real'nyh znakomstv<br><br>-Vy odinoki?<br>-Ustali ot bez rezul'tativnogo virtual'nogo obschenija v internete?<br>-Prosto hotite najti novyh interesnyh znakomyh?<br>My pomozhem vam!!!!<br><br>s 11-00 do 20-00 vyhodnoj: voskresen'e"
52967;25907537;Missiz-ledi;club25907537;WOMAN;
52968;26146237;ogon' i led
52969;26784137;junaja ledi;club26784137;WOMAN;
52970;27472237;Ja ne ledi.Kakaja zhalost'.;club27472237;WOMAN;*[ u nas
52971;28389637;LEDI GAGA;club28389637;WOMAN;
52972;28592137;LEDI      GAGA;club28592137;WOMAN;
52973;29733737;ledi gaga;club29733737;WOMAN;
52974;30333037;Ja ne ledi. Kakaja zhalost' ©;club30333037;WOMAN;
52975;22037237;Lady Gaga (Ledi Gaga);club22037237;WOMAN;Eta gruppa posvjaschena samoj epatazhnoj pevitse Ameriki Lady Gaga. Zdes' vy mozhete proslushat' pesni
52976;15801837;Junnye ledi);club15801837;WOMAN;
53024;16191275;Uspeshnye Ledi Meri Kej - Biznes-Gruppa 19737;birdsmarykay;WOMAN;Dobro pozhalovat' v gruppu Uspeshnye Ledi Meri Kej. Eta gruppa sozdana dlja konsul'tantov Meri Kej BG 19737
53025;16233175;Ledi Gaga-transvestit...;club16233175;WOMAN;
53026;16897775;gruppa ledi gaga;club16897775;WOMAN;Oh-oh-oh-oh-oooh-oh-oh-oooh-oh-oh-oh-oh!<br>Caught in a bad romance<br>Oh-oh-oh-oh-oooh-oh-oh-oooh-oh-oh-oh-oh!<br>Caught in a bad romance<br><br>Rah-rah-ah-ah-ah-ah!<br>Roma-roma-mamaa!<br>Ga-ga-ooh-la-la!<br>Want your bad romance<br><br>Rah-rah-ah-ah-ah-ah!<br>Roma-roma-mamaa!<br>Ga-ga-ooh-la-la!<br>Want your bad romance<br><br>I want your ugly<br>I want your disease<br>I want your everything<br>As long as it’s free<br>I want your love<br>(Love-love-love<br>I want your love)<br><br>I want your drama<br>The touch of your hand<br>I want your leather-studded<br>Kiss in the sand<br>I want your love<br>Love-love-love<br>I want your love<br>(Love-love-love<br>I want your love)<br><br>You know that I want you<br>And you know that I need you<br>I want it bad
53027;17590475;Biznes- ledi;club17590475;WOMAN;Devushki i zhenschiny
53028;17671875;?????? LEDI ??????;club17671875;WOMAN;Milye ledi! Naraschivanie resnichek
53029;17680375;Miss sezon (ledi 2010);club17680375;WOMAN;Vstupite sjuda*<br>U nas konkurs
53030;17734475;"""""""Gruppa dlja devushek"
53031;16179275;[ Ledi-H ];club16179275;WOMAN;"""Moda"
53032;21191375;VSE FANATY LEDI GAGI SJuDA!!!!!;club21191375;WOMAN;eta gruppa dlja poklonnikov Ledi GaGi . vse kto ljubit etu zamechatel'nuju pevitsu - prosim sjuda !!!!
53033;21296675;Ledi Gaga;club21296675;WOMAN;
53034;22343575;Ledi vaks;club22343575;WOMAN;
53035;22383675;"""Turnir """"Gorjachij led"""" Hokkej v g. Jubilejnyj""";hockeyyb;WOMAN;"""Ura-ura-ura! Delimsja horoshimi novostjami: sovsem skoro sostoitsja """"Gorjachij led"""" - Kubok mera goroda Jubilejnogo! <br>Predpolozhitel'no - 23 fevralja v 11:30 na stadione """"Chajka"""".<br>Prinjat' uchastie mozhet ljubaja ljubitel'skaja komanda. Zajavki prinimajutsja do 22 fevralja. Pishite pis'ma melkim pocherkom. Adres: yuri.bogdanov@ya.ru - Jurij Bodanov.<br>Polnyj vpered!<br><br>Minutka skromnosti: organizatory turnira - my - Molodezhnaja Initsiativnaja Gruppa!)<br><br>Prihodite sami"
53036;22933075;Ranetki - Slezy - Led ...;club22933075;WOMAN;Ranetki (god sozdanija - 2005) – rok-gruppa
53037;23501275;Ja by poslala vas nahuj
53038;23787875;"""Shkola ledi """"Afrodita"""" (g.Mozhga)""";club23787875;WOMAN;"""Shkola ledi """"Afrodita"""" priglashaet devochek"
53039;24275175;Ja by konechno poslala tebja
53040;26062375;?_Ledy Gaga~Ledi Gaga_?;club26062375;WOMAN;
53041;26567375;Ledi Gaga;club26567375;WOMAN;Krasivoja muzyka
53042;26825975;Protiv LEDI KAKI (GAGI);club26825975;WOMAN;
53043;27453375;Led v moih zhilah
53044;27772575;Razvalilas' ja na stule
53045;29843175;LEDI OBUV';lediobuv;WOMAN;
53046;31185475;Ja zhe ledi pokazhu fak?;club31185475;WOMAN;Ljudi pohuisty.
53047;11329575;ledi glamur;club11329575;WOMAN;dlja devchenok sjuda
